数据库：分省年度数据
指标：用水总量(亿立方米)
时间：最近10年
地区,2021年,2020年,2019年,2018年,2017年,2016年,2015年,2014年,2013年,2012年
北京市,,40.6,41.7,39.3,39.5,38.8,38.2,37.5,36.4,35.9
天津市,,27.8,28.4,28.4,27.5,27.2,25.7,24.1,23.8,23.1
河北省,,182.8,182.3,182.4,181.6,182.6,187.2,192.8,191.3,195.3
山西省,,72.8,76.0,74.3,74.9,75.5,73.6,71.4,73.8,73.4
内蒙古自治区,,194.4,190.9,192.1,188.0,190.3,185.8,182.0,183.2,184.4
辽宁省,,129.3,130.3,130.3,131.1,135.4,140.8,141.8,142.1,142.2
吉林省,,117.7,115.4,119.5,126.7,132.5,133.6,133.0,131.5,129.8
黑龙江省,,314.1,310.4,343.9,353.1,352.6,355.3,364.1,362.3,358.9
上海市,,97.5,100.9,103.4,104.8,104.8,103.8,105.9,123.2,116.0
江苏省,,572.0,619.1,592.0,591.3,577.4,574.5,591.3,576.7,552.2
浙江省,,163.9,165.8,173.8,179.5,181.1,186.1,192.9,198.3,198.1
安徽省,,268.3,277.7,285.8,290.3,290.7,288.7,272.1,296.0,292.6
福建省,,183.0,177.5,186.9,192.0,189.1,201.3,205.6,204.8,200.1
江西省,,244.1,253.3,250.8,248.0,245.4,245.8,259.3,264.8,242.5
山东省,,222.5,225.3,212.7,209.5,214.0,212.8,214.5,217.9,221.8
河南省,,237.1,237.8,234.6,233.8,227.6,222.8,209.3,240.6,238.6
湖北省,,278.9,303.2,296.9,290.3,282.0,301.3,288.3,291.8,299.3
湖南省,,305.1,333.0,337.0,326.9,330.4,330.4,332.4,332.5,328.8
广东省,,405.1,412.3,420.9,433.5,435.0,443.1,442.5,443.2,451.0
广西壮族自治区,,261.1,283.4,287.8,284.9,290.6,299.3,307.6,308.2,303.0
海南省,,44.0,46.4,45.1,45.6,45.0,45.8,45.0,43.2,45.3
重庆市,,70.1,76.5,77.2,77.4,77.5,79.0,80.5,83.9,82.9
四川省,,236.9,252.4,259.1,268.4,267.3,265.5,236.9,242.5,245.9
贵州省,,90.1,108.1,106.8,103.5,100.3,97.5,95.3,92.0,100.8
云南省,,156.0,154.9,155.7,156.6,150.2,150.1,149.4,149.7,151.8
西藏自治区,,32.2,32.0,31.7,31.4,31.1,30.8,30.5,30.3,29.8
陕西省,,90.6,92.6,93.7,93.0,90.8,91.2,89.8,89.2,88.0
甘肃省,,109.9,110.0,112.3,116.1,118.4,119.2,120.6,122.0,123.1
青海省,,24.3,26.2,26.1,25.8,26.4,26.8,26.3,28.2,27.4
宁夏回族自治区,,70.2,69.9,66.2,66.1,64.9,70.4,70.3,72.1,69.4
新疆维吾尔自治区,,570.4,587.7,548.8,552.3,565.4,577.2,581.8,588.0,590.1
数据来源：国家统计局
