数据库：分省年度数据
指标：茶叶产量(万吨)
时间：最近20年
地区,2020年,2019年,2018年,2017年,2016年,2015年,2014年,2013年,2012年,2011年,2010年,2009年,2008年,2007年,2006年,2005年,2004年,2003年,2002年
北京市,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
天津市,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
河北省,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
山西省,0.09,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
内蒙古自治区,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
辽宁省,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
吉林省,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
黑龙江省,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
上海市,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
江苏省,1.12,1.43,1.40,1.39,1.40,1.45,1.46,1.39,1.54,1.46,1.49,1.57,1.55,1.48,1.33,1.21,1.12,1.19,1.19
浙江省,17.72,17.72,17.52,17.83,17.22,25.88,16.54,16.86,17.49,16.97,16.28,16.74,16.23,16.02,15.24,14.44,13.87,13.27,13.85
安徽省,12.86,12.20,11.24,10.78,10.50,11.29,11.12,10.09,9.54,8.76,8.33,8.20,7.59,7.08,6.39,5.96,5.58,5.07,4.83
福建省,46.14,43.99,41.83,39.49,37.29,35.63,33.40,31.57,29.60,27.67,25.83,25.51,24.07,22.09,20.01,18.48,16.44,15.02,14.33
江西省,7.16,6.68,6.54,6.14,5.75,5.19,4.71,4.31,3.87,3.27,2.98,2.64,2.30,2.09,1.76,1.67,1.35,1.25,1.32
山东省,2.59,2.48,2.22,1.95,1.89,1.78,1.67,1.58,1.48,1.45,1.36,1.27,1.20,1.13,0.80,0.66,0.50,0.44,0.36
河南省,7.10,6.53,6.34,6.40,6.86,6.49,6.11,5.59,5.14,4.94,4.27,3.55,3.19,2.61,2.07,1.69,1.21,1.05,0.98
湖北省,36.08,35.25,32.98,30.33,28.70,26.13,24.41,21.71,20.41,18.13,16.36,14.29,12.95,10.47,9.24,8.50,7.62,7.22,6.72
湖南省,25.01,23.35,21.47,19.71,18.16,17.38,16.04,14.47,13.42,13.21,11.72,9.81,9.15,8.73,7.63,7.20,6.66,6.06,6.10
广东省,12.82,11.08,9.99,9.29,8.92,8.07,7.51,7.09,6.39,6.04,5.38,5.20,4.88,4.91,4.74,4.45,4.04,4.14,4.24
广西壮族自治区,8.84,8.28,7.52,7.19,6.68,6.25,5.79,5.32,4.88,4.40,3.89,3.64,3.32,3.43,2.85,2.62,2.24,2.13,1.96
海南省,0.13,0.13,0.11,0.10,0.10,0.09,0.10,0.10,0.12,0.12,0.12,0.11,0.10,0.10,0.12,0.10,0.13,0.13,0.14
重庆市,4.81,4.48,4.20,3.88,3.66,3.50,3.37,3.41,3.13,2.78,2.51,2.24,2.44,1.87,1.71,1.65,1.61,1.43,1.41
四川省,34.42,32.54,30.07,27.78,26.51,24.61,23.47,21.97,21.03,18.97,17.20,15.74,14.22,13.73,11.29,9.79,8.65,7.21,6.28
贵州省,21.10,19.78,18.03,17.65,14.13,11.80,10.71,8.94,7.37,5.84,5.23,4.19,3.49,2.84,2.49,2.29,1.94,1.77,1.74
云南省,46.32,43.72,42.33,39.35,37.31,36.58,33.55,30.17,27.17,23.83,20.73,18.28,17.15,16.98,13.82,11.59,9.51,8.59,8.36
西藏自治区,0.02,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
陕西省,8.70,7.93,7.10,6.66,6.11,5.41,4.85,4.02,3.49,2.82,2.49,2.01,1.60,1.44,1.28,1.14,1.02,0.80,0.70
甘肃省,0.16,0.15,0.13,0.12,0.12,0.12,0.11,0.10,0.10,0.09,0.08,0.08,0.06,0.06,0.06,0.05,0.04,0.04,0.04
青海省,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
宁夏回族自治区,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
新疆维吾尔自治区,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
注：根据第三次全国农业普查结果，对2007年-2017年农业生产有关数据进行了修正。
数据来源：国家统计局
