,PM2.5,PM10,SO2,NO2,CO,O3,AQI,PR,PCDI,GRDP,PGDP,EDUL,UGA,TAAA,FEC,NGC,EC,TSI,CVO,RAAT,RAAP,RAAWS
PM2.5,1.0,0.9937492512919001,0.9361036993326426,0.7084179579399021,0.9180186038663135,-0.45415617776912315,0.9213671689368065,-0.8926083246507712,-0.920442534064149,-0.9098382097490963,-0.9086758940700097,-0.014527710461649714,-0.8503455079783064,-0.08731736333770844,0.3651503460083598,-0.8010694225311326,-0.8326834644321535,-0.8621631964822785,-0.8826038580537519,-0.3545389207405782,0.24128383877287218,0.4263746256326981
PM10,0.9937492512919001,1.0,0.959106772008295,0.6787505497585652,0.9331833853429929,-0.4938988655808849,0.9007490342638389,-0.9222530420031225,-0.9400805723568258,-0.924117046443206,-0.9223459058351775,0.017945114100604048,-0.8614631702463814,-0.054673745978297925,0.42873372545171645,-0.8534000146729452,-0.8597337469208717,-0.8656362418733384,-0.9160970743203657,-0.32057205261260757,0.22666693221123493,0.49196682635468764
SO2,0.9361036993326426,0.959106772008295,1.0,0.6394522944278892,0.9696534120962303,-0.5464556649424968,0.842247981789274,-0.9545745173094777,-0.950808957752826,-0.9189496123215231,-0.9152039715671759,0.1172308205300271,-0.7650607580994193,0.11691149203966522,0.49109728323379975,-0.9229774932303504,-0.9092745411345224,-0.8289169959923312,-0.9562658950586175,-0.2283287721265228,0.2574480880329889,0.5566899431020147
NO2,0.7084179579399021,0.6787505497585652,0.6394522944278892,1.0,0.6632031969704928,0.12049698502743655,0.7704655973961597,-0.4881802806882468,-0.6643147572431458,-0.6391880612153461,-0.6394514967401053,-0.6741325814368487,-0.08977675136409677,-0.308585094182455,-0.457443934781057,0.10841272221561092,-0.54921665773883,-0.6092676796212818,-0.4522732884029016,-0.008466414645617497,0.7742611658354119,0.44272846225212875
CO,0.9180186038663135,0.9331833853429929,0.9696534120962303,0.6632031969704928,1.0,-0.42314633987724354,0.823520174874047,-0.9696223460670801,-0.9829833177333153,-0.9646204226950387,-0.9617329030629433,0.3446673524123761,-0.6602815036014831,0.23090658943030376,0.3687740639450843,-0.923387513872771,-0.9464937537770121,-0.8932205239565216,-0.9879132124626522,-0.21245504152878314,0.3602800943030251,0.6254540775920825
O3,-0.45415617776912315,-0.4938988655808849,-0.5464556649424968,0.12049698502743655,-0.42314633987724354,1.0,-0.27040247578263155,0.5310845925108254,0.4007293405976306,0.3347439138453469,0.3293029099687138,-0.21871891372453403,0.839219290752553,-0.414921170643768,-0.9695983258014382,0.7710237393186228,0.34849217402738886,0.21530324958398145,0.5004047454596854,0.5896795040605758,0.4743589295605822,-0.03819759736435429
AQI,0.9213671689368065,0.9007490342638389,0.842247981789274,0.7704655973961597,0.823520174874047,-0.27040247578263155,1.0,-0.773131788320066,-0.7799199313593991,-0.7592189595891059,-0.7560768196148977,-0.2571904679288929,-0.6695096591197174,-0.28106351210691544,0.03255439870861354,-0.5210237435875156,-0.666635890922614,-0.689356100755409,-0.7556580100990298,-0.09032749081791173,0.4212795425001589,0.3941661706605515
PR,-0.8926083246507712,-0.9222530420031225,-0.9545745173094777,-0.4881802806882468,-0.9696223460670801,0.5310845925108254,-0.773131788320066,1.0,0.9588640480581861,0.9457535703551035,0.9422906840931295,-0.42585471237380645,0.7615143942656669,-0.22657113284745498,-0.46568265674966736,0.9657099057979045,0.9378273685981919,0.8711425663272714,0.9873743758037803,0.21459069315382068,-0.1810784318514169,-0.6275009373162229
PCDI,-0.920442534064149,-0.9400805723568258,-0.950808957752826,-0.6643147572431458,-0.9829833177333153,0.4007293405976306,-0.7799199313593991,0.9588640480581861,1.0,0.9900630046373832,0.988677489847949,-0.3775347830061074,0.6787946078053427,-0.2156731127866661,-0.4065919657970336,0.9495728732972899,0.9610959781040401,0.9395256659372815,0.9995254295673269,0.25819110100178694,-0.3333292667317842,-0.6594526044908845
GRDP,-0.9098382097490963,-0.924117046443206,-0.9189496123215231,-0.6391880612153461,-0.9646204226950387,0.3347439138453469,-0.7592189595891059,0.9457535703551035,0.9900630046373832,1.0,0.999925977298852,-0.4255349480028768,0.648983632882678,-0.17077228497922922,-0.28929751169155277,0.9038217552427001,0.9736275975430317,0.9768931632598691,0.9843945973160361,0.25840838091366036,-0.29454782218956155,-0.6202291851594568
PGDP,-0.9086758940700097,-0.9223459058351775,-0.9152039715671759,-0.6394514967401053,-0.9617329030629433,0.3293029099687138,-0.7560768196148977,0.9422906840931295,0.988677489847949,0.999925977298852,1.0,-0.42792570105946065,0.6467483099341498,-0.16852061099326018,-0.2838542325227947,0.9011698438623058,0.9730122786589408,0.979305933733867,0.982807663234882,0.2624199548933082,-0.2924360611965761,-0.6159574750586316
EDUL,-0.014527710461649714,0.017945114100604048,0.1172308205300271,-0.6741325814368487,0.3446673524123761,-0.21871891372453403,-0.2571904679288929,-0.42585471237380645,-0.3775347830061074,-0.4255349480028768,-0.42792570105946065,1.0,-0.08080310956448916,0.76906153930632,0.26687313547468267,-0.4393656508491884,-0.452338063047199,-0.47518224098876477,-0.38310238832107874,-0.3119353425241798,-0.40060419508361234,0.3586677253986997
UGA,-0.8503455079783064,-0.8614631702463814,-0.7650607580994193,-0.08977675136409677,-0.6602815036014831,0.839219290752553,-0.6695096591197174,0.7615143942656669,0.6787946078053427,0.648983632882678,0.6467483099341498,-0.08080310956448916,1.0,-0.025766943255621556,-0.703497273230397,0.8026764322511293,0.5474309101215095,0.5637395124157454,0.6953458853943374,0.4146557718498472,0.31291351003332896,-0.19579844963839094
TAAA,-0.08731736333770844,-0.054673745978297925,0.11691149203966522,-0.308585094182455,0.23090658943030376,-0.414921170643768,-0.28106351210691544,-0.22657113284745498,-0.2156731127866661,-0.17077228497922922,-0.16852061099326018,0.76906153930632,-0.025766943255621556,1.0,0.5303125066587328,-0.30125096422537606,-0.23437595137405678,-0.1014061230961621,-0.2190863699518629,-0.49737559704514994,-0.0890555136324052,0.15618447840724473
FEC,0.3651503460083598,0.42873372545171645,0.49109728323379975,-0.457443934781057,0.3687740639450843,-0.9695983258014382,0.03255439870861354,-0.46568265674966736,-0.4065919657970336,-0.28929751169155277,-0.2838542325227947,0.26687313547468267,-0.703497273230397,0.5303125066587328,1.0,-0.6680233799167549,-0.2931250459961735,-0.13261958632628001,-0.42140385180720624,-0.7938521276846516,-0.8561017637361602,-0.0474638501622715
NGC,-0.8010694225311326,-0.8534000146729452,-0.9229774932303504,0.10841272221561092,-0.923387513872771,0.7710237393186228,-0.5210237435875156,0.9657099057979045,0.9495728732972899,0.9038217552427001,0.9011698438623058,-0.4393656508491884,0.8026764322511293,-0.30125096422537606,-0.6680233799167549,1.0,0.8854545198001553,0.8147823542595833,0.9551602394318804,0.3496374723351305,0.5980025640325405,-0.3351391701025336
EC,-0.8326834644321535,-0.8597337469208717,-0.9092745411345224,-0.54921665773883,-0.9464937537770121,0.34849217402738886,-0.666635890922614,0.9378273685981919,0.9610959781040401,0.9736275975430317,0.9730122786589408,-0.452338063047199,0.5474309101215095,-0.23437595137405678,-0.2931250459961735,0.8854545198001553,1.0,0.9471049067443692,0.9373505955993863,0.1851000467634891,-0.2355190108625083,-0.6116007065360235
TSI,-0.8621631964822785,-0.8656362418733384,-0.8289169959923312,-0.6092676796212818,-0.8932205239565216,0.21530324958398145,-0.689356100755409,0.8711425663272714,0.9395256659372815,0.9768931632598691,0.979305933733867,-0.47518224098876477,0.5637395124157454,-0.1014061230961621,-0.13261958632628001,0.8147823542595833,0.9471049067443692,1.0,0.9124480050805853,0.2895000539420685,-0.2436687128588472,-0.532805381814874
