,PM2.5,PM10,SO2,NO2,CO,O3,AQI,PR,PCDI,GRDP,PGDP,EDUL,UGA,TAAA,FEC,NGC,EC,TSI,CVO,RAAT,RAAP,RAAWS
PM2.5,1.0,0.9930739128616409,0.9485282099467159,0.8616987131613674,0.9798528149176127,-0.22158480243224707,0.8569661386941739,-0.9432478455243251,-0.9467845434480133,-0.9368641379888045,-0.9334702126099845,0.104949896492827,-0.9576252312928869,-0.24400945613373057,-0.7084950966347324,-0.9001135432850648,-0.907310539730926,-0.9166413833062398,-0.9289038367197313,-0.8020035562784394,0.7170905386710548,-0.5481192980205258
PM10,0.9930739128616409,1.0,0.9471427830486862,0.8662165785285533,0.9862240856504196,-0.15371475092758613,0.8800232117326624,-0.9371698609495999,-0.9235489214736559,-0.9148694339164279,-0.9105274418109726,0.10437001250665756,-0.950563976686323,-0.24288197089098265,-0.7380082080492343,-0.8805237027565873,-0.8732787836768288,-0.8883049936410572,-0.9206246193044662,-0.7521818515560966,0.6926690430761108,-0.5364628952751798
SO2,0.9485282099467159,0.9471427830486862,1.0,0.6751492859105923,0.9320266601200695,-0.23045127281576835,0.7554182704685911,-0.9452943738691091,-0.9031420558764501,-0.9100651046381127,-0.910255805069074,0.10803768831336918,-0.8998344534312807,-0.32332625526824277,-0.7429405590482056,-0.9201050661038166,-0.8353280470571048,-0.8778233878359724,-0.9146489281389456,-0.7389801573802806,0.540994773840343,-0.350939507312418
NO2,0.8616987131613674,0.8662165785285533,0.6751492859105923,1.0,0.8597580716296132,-0.07332355751067719,0.8778637244999176,-0.7201395267888754,-0.7760689000949278,-0.7430222859984513,-0.7331305730381399,-0.28069295599128247,-0.7853609892417093,-0.15211629565808504,-0.2541136541040678,-0.3101595464795193,-0.7707755396388541,-0.7408002656536269,-0.6789174359147256,-0.7368052520450398,0.780645907978595,-0.6865416748744902
CO,0.9798528149176127,0.9862240856504196,0.9320266601200695,0.8597580716296132,1.0,-0.2505777786739609,0.8263444718477471,-0.955454645865142,-0.9481510340098824,-0.9444984231920519,-0.9412280461548077,0.19085892578863445,-0.9645580667120481,-0.1560943629239175,-0.8074450697214716,-0.888411803377222,-0.9101063134219765,-0.9272010933429233,-0.941277975309291,-0.7346265655655844,0.6948734215037086,-0.43117924763448484
O3,-0.22158480243224707,-0.15371475092758613,-0.23045127281576835,-0.07332355751067719,-0.2505777786739609,1.0,0.28054771864091277,0.4411991546580735,0.5140664040980033,0.5290138612715454,0.534127028248745,-0.47367881909119636,0.1802006687121134,-0.6241133248277327,0.520968629033347,0.4527922387191491,0.5776895931621823,0.564626988613111,0.28037629011077164,0.36916257073421777,-0.4822889815214372,-0.20792475687860462
AQI,0.8569661386941739,0.8800232117326624,0.7554182704685911,0.8778637244999176,0.8263444718477471,0.28054771864091277,1.0,-0.6627428671528336,-0.656658889508012,-0.6317504026763298,-0.6242948622075033,-0.3038685961108126,-0.7236468417146872,-0.47193059616526256,-0.1597604305631453,-0.36944275749688676,-0.601589967023051,-0.6037624085741026,-0.6283919008934509,-0.6317625126544743,0.4966191581959236,-0.6778408806410673
PR,-0.9432478455243251,-0.9371698609495999,-0.9452943738691091,-0.7201395267888754,-0.955454645865142,0.4411991546580735,-0.6627428671528336,1.0,0.9791235244250223,0.9835189049486447,0.9819538937949357,-0.4020388190233507,0.9692966147962323,-0.010906368322732476,0.9125509365230462,0.9939455533924031,0.9369486419667823,0.9583482076371628,0.9945376501760022,0.6986912943400644,-0.7173720270030041,0.34932530602196327
PCDI,-0.9467845434480133,-0.9235489214736559,-0.9031420558764501,-0.7760689000949278,-0.9481510340098824,0.5140664040980033,-0.656658889508012,0.9791235244250223,1.0,0.9978637480307208,0.9965934922981414,-0.38598779241132314,0.9867005603100139,-0.039089632973128785,0.8875409405057827,0.9867738165303218,0.9865531422046873,0.9907417649256276,0.9994981615064561,0.7830129714014904,-0.790796067133748,0.40300078289967317
GRDP,-0.9368641379888045,-0.9148694339164279,-0.9100651046381127,-0.7430222859984513,-0.9444984231920519,0.5290138612715454,-0.6317504026763298,0.9835189049486447,0.9978637480307208,1.0,0.9997729154325784,-0.3943903430834712,0.9731193687183024,-0.03614315680756785,0.9054482062635304,0.9893885360947305,0.9831130370465425,0.9935180549864516,0.9969318269979572,0.7667970511098933,-0.7610159364364587,0.3501979982200261
